title,link
Comparison of heuristics for scheduling independent tasks on heterogeneous distributed environments,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3A3s1wT3WcHBgC%26tzom%3D-540
Principle components analysis and support vector machine based intrusion detection system,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AMIg0yeAD4ggC%26tzom%3D-540
Applying wearable solutions in dependent environments,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AsszUF3NjhM4C%26tzom%3D-540
A synergy of differential evolution and bacterial foraging optimization for global optimization,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AIX653JsL2_EC%26tzom%3D-540
Modeling intrusion detection systems using linear genetic programming approach,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AmVmsd5A6BfQC%26tzom%3D-540
Traffic accident analysis using decision trees and neural networks,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AevX43VCCuoAC%26tzom%3D-540
Intrusion detection using ensemble of soft computing paradigms,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AM3ejUd6NZC8C%26tzom%3D-540
Dynamic multi-objective optimization based on membrane computing for control of time-varying unstable plants,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AhEXC_dOfxuUC%26tzom%3D-540
Flexible neural trees ensemble for stock index modeling,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AYOwf2qJgpHMC%26tzom%3D-540
JRipples: A tool for program comprehension during incremental change,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AKWzIFqRkAKkC%26tzom%3D-540
Scheduling jobs on computational grids using fuzzy particle swarm algorithm,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AkNdYIx-mwKoC%26tzom%3D-540
Rule-based expert systems,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AG36d5HCDkJYC%26tzom%3D-540
On stability of the chemotactic dynamics in bacterial-foraging optimization algorithm,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AD03iK_w7-QYC%26tzom%3D-540
On the differences between hiding information and cryptography techniques: An overview,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AA_-8YG8SPFQC%26tzom%3D-540
Data gravitation based classification,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3Ap2g8aNsByqUC%26tzom%3D-540
Swarm intelligence algorithms in bioinformatics,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3Adshw04ExmUIC%26tzom%3D-540
A discrete particle swarm optimization approach for grid job scheduling,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3A43bX7VzcjpAC%26tzom%3D-540
Discriminative multinomial naive bayes for network intrusion detection,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AAul-kAQHnToC%26tzom%3D-540
Intelligent web traffic mining and analysis,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3A4DMP91E08xMC%26tzom%3D-540
Business intelligence from web usage mining,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AZph67rFs4hoC%26tzom%3D-540
Chaotic dynamic characteristics in swarm intelligence,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AQIV2ME_5wuYC%26tzom%3D-540
Intrusion detection systems using adaptive regression spines,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AIWHjjKOFINEC%26tzom%3D-540
Efficient batch job scheduling in grids using cellular memetic algorithms,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3ATQgYirikUcIC%26tzom%3D-540
Rule mining and classification of road traffic accidents using adaptive regression trees,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AXiVPGOgt02cC%26tzom%3D-540
Automatic circle detection on digital images with an adaptive bacterial foraging algorithm,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3ALI9QrySNdTsC%26tzom%3D-540
A multi-factor security protocol for wireless payment-secure web authentication using mobile devices,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AN5tVd3kTz84C%26tzom%3D-540
Intrusion detection systems using decision trees and support vector machines,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AvV6vV6tmYwMC%26tzom%3D-540
A novel particle swarm optimization approach for grid job scheduling,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AipzZ9siozwsC%26tzom%3D-540
An efficient algorithm for incremental mining of temporal association rules,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3Akz9GbA2Ns4gC%26tzom%3D-540
Modeling chaotic behavior of stock indices using intelligent paradigms,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3A4TOpqqG69KYC%26tzom%3D-540
Hybrid job scheduling algorithm for cloud computing environment,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3AH0nRGT7Dr7IC%26tzom%3D-540
Simplex differential evolution,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3Ai2xiXl-TujoC%26tzom%3D-540
Geometrically invariant image watermarking using polar harmonic transforms,https://scholar.google.com/citations?hl=ko&user=i95DGLQAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Di95DGLQAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3Di95DGLQAAAAJ%3Ak8to_Y4Q4_EC%26tzom%3D-540
