title,link
Distributed query plan generation using multi-objective ant colony optimisation,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D2400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3Aas0KMg8qHbkC%26tzom%3D-540
Biotechnology in the Diagnosis and Management of Infectious Diseases,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D2400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3Az8nqeaKD1nsC%26tzom%3D-540
Research Article Capripoxviruses of Small Ruminants: Current Updates and Future Perspectives,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D2400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AKNjnJ3z-R6IC%26tzom%3D-540
Long-Baseline Neutrino Facility (LBNF) and Deep Underground Neutrino Experiment (DUNE): 2: The Physics Program for DUNE at LBNF,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D2400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ACaJTFBI5vqAC%26tzom%3D-540
Enhanced Ischemia Classifier for ECG Signals,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D2400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AJ4wmHkHhN-kC%26tzom%3D-540
Commentary: Incorporation of membrane-anchored flagellin or Escherichia coli heat-labile enterotoxin B subunit enhances the immunogenicity of rabies virus-like particles in …,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D2400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3A1fM7sLBYaPUC%26tzom%3D-540
Development of draft tube in hydro-turbine,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D2400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AUi_nyea79ooC%26tzom%3D-540
Gesture Controlled Wireless Device for Disabled,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D2400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ABKYZGPsuSFYC%26tzom%3D-540
KRISHI VIGYAN KENDRA-AGRICULTURE TECHNOLOGY MANAGEMENT AGENCY CONVERGENCE IN SHEOPUR DISTRICT OF MADHYA PRADESH-A CRITICAL EVALUATION.,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D2400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AhEXC_dOfxuUC%26tzom%3D-540
A Study of Ageing and Disability in Uttar Pradesh: A District Level Analysis,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D2400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AiWMDS-dds2cC%26tzom%3D-540
